,sents,chapter,entities,chunks,label
4868,"16 at 6h 28m, when the sun was at 2° 39' 15"" Scorpio, 99,142 distant from earth, Mars's mean longitude 11s 13° 53' 57"", full-circle complement of the anomaly 165° 0' 9"", eccentric position from the vicarious hypothesis 16° 59' 14"" Pisces: Mars was observed at 1° 27' 18"" Aquarius, lat.",51.0,"[('6h 28m', 'TIME'), ('2° 39\' 15"" Scorpio', 'LONG'), ('99,142', 'PARA'), ('Mars', 'PLAN'), ('longitude', 'ASTR'), ('13° 53\' 57""', 'LONG'), ('165° 0\' 9""', 'LONG'), ('eccentric', 'ASTR'), ('16° 59\' 14"" Pisces', 'LONG'), ('Mars', 'PLAN'), ('observed', 'ASTR'), ('1° 27\' 18"" Aquarius', 'LONG')]","[the sun, 2°, ' 15"" Scorpio, earth, , Mars's mean longitude, 165°, eccentric position, the vicarious hypothesis, 16°, ' 14"" Pisces, Mars, ' 18"" Aquarius, lat]",1
4869,"2° 10' 52"" S.",51.0,"[('2° 10\' 52"" S.', 'LONG')]","[2° 10' 52"" S.]",1
4870,35,51.0,[],[],0
4871,"Also, on 1593 Sept.",51.0,[],[Sept.],0
4872,"8 at 10h 38m, when the sun was at 25° 41' 0"" Virgo, 100,266 distant from earth, Mars's mean longitude 11s 17° 10' 17"", full-circle complement of the anomaly 161° 45' 28"", and eccentric position from the vicarious hypothesis 20° 53' 54"" Pisces: the planet was found at 8° 53' 51"" Pisces with latitude 5° 14' 30"" south ^36.",51.0,"[('10h 38m', 'TIME'), ('25° 41\' 0"" Virgo', 'LONG'), ('100,266', 'PARA'), ('Mars', 'PLAN'), ('longitude', 'ASTR'), ('17° 10\' 17""', 'LONG'), ('161° 45\' 28""', 'LONG'), ('eccentric', 'ASTR'), ('20° 53\' 54"" Pisces', 'LONG'), ('8° 53\' 51"" Pisces', 'LONG'), ('latitude', 'ASTR'), ('5° 14\' 30""', 'LONG'), ('south', 'ASTR')]","[10h, the sun, earth, Mars's mean longitude, 17°, "", full-circle complement, eccentric position, the vicarious hypothesis, the planet, 8°, ' 51"" Pisces, latitude, 5°]",0
4873,"Finally, on 1595 July 22 at 2h 40m am, when the sun was at 7° 59' 52"" Leo, 101,487 distant from earth, Mars's mean longitude 11s 14° 9' 5"", and anomaly 164° 48' 55"", and consequent eccentric position from the vicarious hypothesis 17° 16' 36"" Pisces: the apparent position of Mars, from the most select observations, was 4° 11' 10"" Taurus, lat.",51.0,"[('1595 July 22', 'DATE'), ('2h 40m', 'TIME'), ('7° 59\' 52"" Leo', 'LONG'), ('101,487', 'PARA'), ('Mars', 'PLAN'), ('longitude', 'ASTR'), ('14° 9\' 5""', 'LONG'), ('164° 48\' 55""', 'LONG'), ('eccentric', 'ASTR'), ('17° 16\' 36"" Pisces', 'LONG'), ('Mars', 'PLAN'), ('4° 11\' 10"" Taurus', 'LONG')]","[Finally, on 1595 July 22 at 2h 40m am, the sun, 7°, ' 52"" Leo, earth, 164°, consequent eccentric position, the vicarious hypothesis, 17°, ' 36"" Pisces, the apparent position, Mars, the most select observations, "" Taurus, lat]",1
4874,2° 30' S ^37.,51.0,"[(""2° 30'"", 'LONG')]",[2° 30' S],1
4875,"Thus we twice have Mars in the most opportune position, in quadrature with the sun, while the positions of earth and Mars are also distant by a quadrant.",51.0,"[('Mars', 'PLAN'), ('Mars', 'PLAN')]","[we, Mars, the most opportune position, quadrature, the sun, the positions, earth, Mars, a quadrant]",0
4876,"And so, following the method of Chapter 42, I shall make a test of the eccentric positions of the star, and to",51.0,"[('eccentric', 'ASTR'), ('star', 'ASTR')]","[the method, Chapter, I, a test, the eccentric positions, the star]",0
4877,"begin with I shall suppose that the distance of Mars at the first time was 139,212.",51.0,"[('Mars', 'PLAN')]","[I, the distance, Mars, the first time]",0
4878,"Hence, the following ones were 139,033, 139,258, 139,045.",51.0,[],[the following ones],0
4879,"For in such close proximity, the connection of the anomalies is easily known, as before.",51.0,[],"[such close proximity, the connection, the anomalies]",0
4880,"Let A be the sun, D, G, F, E, positions of the earth in 1589, 1591, 1593, 1595.",51.0,[],"[A, the sun, D, G, F, E, positions, the earth]",0
4881,"Let K be the position of Mars, the same all four times (even",51.0,"[('Mars', 'PLAN')]","[K, the position, Mars]",0
4882,though it is not quite the same in the observations).,51.0,[],"[it, the observations]",0
4883,Let the points be connected.,51.0,[],[the points],0
4884,"AD, AG, AF, AE are given in position and length.",51.0,[],"[AD, AG, AF, AE, position, length]",0
4885,And the length of AK is introduced four times.,51.0,[],"[the length, AK]",0
4886,"Moreover, the lines of observation DK, GK, FK, EK have known positions.",51.0,"[('observation', 'ASTR')]","[the lines, observation DK, GK, FK, EK, positions]",0
4887,"Therefore, ADK, AGK, AFK, AEK are given.",51.0,[],"[ADK, AFK, AEK]",0
4888,"So, through the opposition of the sides to the angles, DKA, GKA, FKA, EKA are also given.",51.0,"[('opposition', 'ASTR')]","[the opposition, the sides, the angles, DKA, GKA, FKA, EKA]",0
4889,"Hence, so is the position of KA, four times.",51.0,[],"[the position, KA, four times]",0
4890,"So, since the first and third position here agree rather closely, some less thoughtful person will think that it should be established using these, the others being somehow reconciled.",51.0,[],"[the first and third position, some less thoughtful person, it, the others]",0
4891,And I myself tried to do this for rather a long time.,51.0,[],"[I, myself, rather a long time]",0
4892,"But since the second and fourth could not be reconciled, while the force of these observations was great, because in each the planet was observed in quadrature with the sun, and in the quadrilateral AEKG all the sides and angles are about equal, I therefore settled it as follows.",51.0,"[('observed', 'ASTR')]","[the force, these observations, the planet, quadrature, the sun, the quadrilateral AEKG, all the sides, angles, I, it]",0
4893,"From the vicarious hypothesis, you see that AK in the second observation ought to be distant from AK in the fourth by 17' 22"".",51.0,"[('observation', 'ASTR'), ('17\' 22""', 'LONG')]","[the vicarious hypothesis, you, that AK, the second observation, AK]",1
4894,"But by the assumption of this length, the two positions of AK are 30' 55"" apart.",51.0,"[('30\' 55""', 'LONG')]","[the assumption, this length, the two positions, AK]",1
4895,"So this is too much by 13' 33"".",51.0,"[('13\' 33""', 'LONG')]",[],1
4896,"And since all angles of the quadrilateral are about equal, I divided the excess in two, and added 6' 46"" to the angles EKA, GKA.",51.0,"[('6\' 46""', 'LONG')]","[all angles, I, the excess, the angles, EKA, GKA]",1
4897,"For in the observation at E, the line AK had moved forward too much, and not enough at G. So, with the two AKs moved back towards E and G, EK and GK staying fixed (for we are supposing the observations to be most certain), the angles at K will in all cases be increased.",51.0,"[('observation', 'ASTR')]","[the observation, E, the line AK, the two AKs, E, G, EK, GK, we, the observations, the angles, K, all cases]",0
4898,"So now, given the angles GKA, 45° 35' 13"", and EKA, 46° 51' 16"", the other angles G, E, and the lines EA, GA remaining the same, AK comes out to be 138,765, and 138,787, differing from our assumed value by 258 units.",51.0,"[('45° 35\' 13""', 'LONG'), ('46° 51\' 16""', 'LONG')]","[the angles, GKA, and EKA, 46°, the other angles, G, E, the lines, EA, GA, AK, our assumed value, 258 units]",1
4899,"So if we also subtract that much from the other two AKs, so as to make them 138,954 and 139,000, the resulting angles are DKA 34° 43' 47"" and AK 20° 9' 40"" [Pisces]; while FKA is 12° 1' 24"" and AK 20° 55' 15"" [Pisces].",51.0,"[('138,954', 'PARA'), ('34° 43\' 47""', 'LONG'), ('20° 9\' 40""', 'LONG'), ('12° 1\' 24""', 'LONG'), ('20° 55\' 15""', 'LONG')]","[we, the other two AKs, them, the resulting angles, FKA, 12°, AK]",1
4900,"But since I previously added 6' 46"" at G and subtracted the same amount at E, I have therefore repositioned the eccentric positions at 17° 2' 31"" Pisces at G, and 17° 19' 54"" Pisces at E, increasing the position given by the vicarious hypothesis by 3' 17"".",51.0,"[('6\' 46""', 'LONG'), ('eccentric', 'ASTR'), ('17° 2\' 31"" Pisces', 'LONG'), ('17° 19\' 54"" Pisces', 'LONG'), ('3\' 17""', 'LONG')]","[I, G, the same amount, E, I, the eccentric positions, 17°, 31"" Pisces, G, 17° 19' 54"" Pisces, E, the position, the vicarious hypothesis]",1
4901,"Therefore, the same amount also ought to result at D,",51.0,[],"[the same amount, D]",0
4902,And so I have also brought the other two positions near enough together.,51.0,[],"[I, the other two positions]",0
4903,"For their errors lie both past and short of the truth, which lends security.",51.0,[],"[their errors, the truth, security]",0
4904,"And to attribute an error of two minutes to observations at these positions, owing to the low elevation of the zodiac and horizontal variations, is not excessive.",51.0,[],"[an error, two minutes, observations, these positions, the low elevation, the zodiac and horizontal variations]",0
4905,"At a similar anomaly on the descending semicircle, the observations at  hand are no more than one, but it is certain enough.",51.0,[],"[a similar anomaly, the descending semicircle, the observations, hand, it]",0
4906,"For on the night following June 29 in 1593, at 1h 30m after midnight, when the sun was at 17° 25' 42"" Cancer, 101,760 distant from earth, the longitude of Mars 10s 10° 1' 29"", anomaly 161° 5' 29"", and the consequent position of Mars 6° 10' 5"" Aquarius, it was observed at 13° 37' 22"" Pisces, with latitude 4° 37' S ^38.",51.0,"[('June 29', 'DATE'), ('1h 30m', 'TIME'), ('17° 25\' 42"" Cancer', 'LONG'), ('101,760', 'PARA'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('10° 1\' 29""', 'LONG'), ('161° 5\' 29""', 'LONG'), ('Mars', 'PLAN'), ('6° 10\' 5"" Aquarius', 'LONG'), ('observed', 'ASTR'), ('13° 37\' 22"" Pisces', 'LONG'), ('latitude', 'ASTR'), (""4° 37'"", 'LONG')]","[the night, June, 30m, midnight, the sun, 17° 25' 42"" Cancer, earth, the longitude, Mars, 10s, the consequent position, Mars, 6°, ' 5"" Aquarius, it, 13° 37' 22"" Pisces, latitude, 4°, S]",1
4907,"Hence, the supplement of the angle at earth was 56° 11' 46"", at the planet, or the parallax of the annual orb, 37° 27' 23"".",51.0,"[('56° 11\' 46""', 'LONG'), ('parallax', 'ASTR'), ('orb', 'ASTR'), ('37° 27\' 23""', 'LONG')]","[the supplement, the angle, earth, the planet, the annual orb]",1
4908,"From which the distance of Mars from the sun comes out to be 139,036.",51.0,"[('Mars', 'PLAN')]","[the distance, Mars, the sun]",0
4909,"But above, at an anomaly of 161° 45' 28"", where Mars was 40 minutes farther from aphelion than here, the distance was found and established as 139,000.",51.0,"[('161° 45\' 28""', 'LONG'), ('Mars', 'PLAN'), ('aphelion', 'ASTR')]","[an anomaly, Mars, aphelion, the distance]",0
4910,And at this position on the eccentric these 40 minutes effect a change of 52 units.,51.0,"[('eccentric', 'ASTR')]","[this position, a change, 52 units]",0
4911,"So here too, by extrapolation from our anomaly, there results a distance of 138,984 at an anomaly of 161° 45½', an admirable consensus much to be suspected.",51.0,"[('138,984', 'PARA')]","[extrapolation, our anomaly, a distance, an anomaly, 161° 45½, an admirable consensus]",0
4912,For they can hardly all be so certain and neat.,51.0,[],[they],0
4913,"Furthermore, both distances must be increased somewhat owing to the inclination of this position on the eccentric, which is at a maximum.",51.0,"[('inclination', 'ASTR'), ('eccentric', 'ASTR')]","[both distances, the inclination, this position, the eccentric, a maximum]",0
4914,"So, from this long induction, using a great many positions on the eccentric, it is clear that those distances of Mars from the sun are mutually equal whose points on the orbit are equally remote from aphelion, a question which we have investigated in Ch.",51.0,"[('eccentric', 'ASTR'), ('Mars', 'PLAN'), ('orbit', 'ASTR'), ('aphelion', 'ASTR')]","[this long induction, a great many positions, the eccentric, it, those distances, Mars, the sun, whose points, the orbit, aphelion, a question, we, Ch]",0
4915,16 and 42.,51.0,[],[],0
4916,"This is an evident way of showing that the aphelion we have obtained is correct, by Euclid III.",51.0,"[('aphelion', 'ASTR')]","[an evident way, the aphelion, we, Euclid III]",0
4917,7.,51.0,[],[],0
4918,"At the same time, the distances of the sun from earth are confirmed, which were derived in Ch.",51.0,[],"[the same time, the distances, the sun, earth, Ch]",0
4919,29 above and employed here in various ways.,51.0,[],[various ways],0
4920,Nor is there any great discrepancy in the numbers that could testify to any flaw in them.,51.0,[],"[any great discrepancy, the numbers, any flaw, them]",0
4921,"The implications of the observations presented in this chapter, and of the distances found through them, for the shaping of the planetary path, for which purpose we have produced them in this chapter, we shall postpone until Chapter 55.",51.0,[],"[the observations, this chapter, the distances, them, the shaping, the planetary path, which purpose, we, them, this chapter, we, Chapter]",0
4922,"First, there is something that must be proved in Ch.",51.0,[],"[something, Ch]",0
4923,"52 following, and in Ch.",51.0,[],[Ch],0
4924,53 many more observations are going to be called upon to testify.,51.0,[],[53 many more observations],0
4925,Chapter 52,52.0,[],[Chapter],0
4926,"Demonstration from the observations of Chapter 51 that the planet’s eccentric is set up, not about the center of the sun’s epicycle, or the point of the sun’s mean position, but about the actual body of the sun; and that the line of apsides goes through the latter rather than the former.",52.0,"[('eccentric', 'ASTR'), ('epicycle', 'ASTR'), ('apsides', 'ASTR')]","[Demonstration, the observations, Chapter, the planet’s, the center, the sun’s epicycle, the point, ’s, the actual body, the sun, the line, apsides]",0
4927,"It is a happy accident that the distances found in Chapter 51 also inform us about this, which, though promised in Chapters 6, 26, and 33,",52.0,[],"[It, a happy accident, the distances, Chapter, us, Chapters]",0
4928,I deliberately postponed until this point.,52.0,[],"[I, this point]",0
4929,"For if I was correct in constructing the eccentric of Mars about the body of the sun, it is necessary that the planet really be at its greatest distance from the sun in the parts around 29°",52.0,"[('eccentric', 'ASTR'), ('Mars', 'PLAN')]","[I, the eccentric, Mars, the body, the sun, it, the planet, its greatest distance, the sun, the parts]",0
4930,"Leo, and that those parts which are at",52.0,[],"[Leo, that those parts]",0
4931,"equal intervals from 29° Leo in either semicircle be at equal distances from the sun, and at unequal distances from the point that stands for the sun, which for Brahe is the center of the sun's epicycle.",52.0,"[('29° Leo', 'LONG'), ('epicycle', 'ASTR')]","[equal intervals, 29° Leo, either semicircle, equal distances, the sun, unequal distances, the point, the sun, Brahe, the center, the sun's epicycle]",0
4932,"More specifically, the distances should be less in the descending semicircle.",52.0,[],"[the distances, the descending semicircle]",0
4933,"When this is proved, it will follow in addition that the parts around 24° Leo are neither the most distant from the sun's body, nor from the Copernican center of the world, which for Brahe is the center of the sun's epicycle, and also the center to which the planetary circle is attached; and the parts at an equal arc's removal from 24° Leo in either semicircle are at unequal distances from the sun and from the point that stands for it.",52.0,"[('24° Leo', 'LONG'), ('Copernican', 'NAME'), ('epicycle', 'ASTR'), ('24° Leo', 'LONG')]","[it, addition, the parts, 24° Leo, the sun's body, the Copernican center, the world, Brahe, the center, the sun's epicycle, the planetary circle, the parts, an equal arc's removal, 24° Leo, either semicircle, unequal distances, the sun, the point, it]",1
